@relation miml_birds.arff_arithmetic_transformation

@attribute id {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282}
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute BRCR {0,1}
@attribute PAWR {0,1}
@attribute PSFL {0,1}
@attribute RBNU {0,1}
@attribute DEJU {0,1}
@attribute OSFL {0,1}
@attribute HETH {0,1}
@attribute CBCH {0,1}
@attribute VATH {0,1}
@attribute HEWA {0,1}
@attribute SWTH {0,1}
@attribute HAFL {0,1}
@attribute WETA {0,1}
@attribute BHGB {0,1}
@attribute GCKI {0,1}
@attribute WAVI {0,1}
@attribute MGWA {0,1}
@attribute STJA {0,1}
@attribute CONI {0,1}

@data
22,0.935316,0.953422,0.37303,0.489432,0.000349,0.075206,0.000001,0.001932,0,0.011106,0.371765,0.43915,23.852354,11.204538,85.8,105,19.2,23.6,349.2,78,17.508396,0.802809,0.02593,0.012779,0.004377,0.04598,0.177062,0.158137,0.054647,0.013793,0.030666,0.017123,0.013145,0.054645,0.127112,0.114435,0.103009,0.047162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,0.95307,0.900314,0.365458,0.580675,0.000705,0.06927,-0.000006,-0.004455,0.000001,0.010562,0.356863,0.619658,25.479972,12.377513,80,104.5,24.5,12,181.5,60.5,20.206404,0.622084,0.082983,0.053572,0.11187,0.039916,0.023109,0.046218,0.029412,0.109244,0.077206,0.03624,0.042017,0.063025,0.034664,0.054622,0.065126,0.130777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,0.975242,0.970952,0.908195,0.454606,0.00308,0.071332,-0.000054,0.003452,0.000025,0.009803,0.955882,0.356554,28.342037,11.319377,199.25,253.25,54,76.5,3561,213.5,15.091327,0.780133,0.168943,0.110491,0.087058,0.036712,0.03822,0.085669,0.064941,0.051468,0.090431,0.026154,0.02175,0.028093,0.091924,0.01854,0.024431,0.055176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,0.972687,0.966937,0.51205,0.504169,0.0016,0.076568,-0.000004,0.000016,0.000006,0.010817,0.513725,0.492857,25.210474,8.961633,108,151.5,43.5,32.5,965,136,19.733988,0.666074,0.113612,0.052867,0.115989,0.059236,0.070285,0.025639,0,0.006277,0.057377,0.126776,0.137747,0.110421,0.017859,0.019008,0.03271,0.054199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,0.979668,0.97686,0.645364,0.490507,0.003021,0.064671,-0.000003,0.002113,0.00002,0.008354,0.656863,0.361973,35.262549,13.912304,134.5,194.5,60,49.5,2251.5,290.5,42.002401,0.742695,0.085274,0.089336,0.063503,0.036925,0.063046,0.040709,0.027288,0.077742,0.127474,0.072189,0.031384,0.090874,0.063936,0.046297,0.027612,0.056413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,0.969824,0.957092,0.448148,0.52096,0.002825,0.070631,-0.000021,-0.001234,0.000027,0.00998,0.454902,0.584307,24.447715,9.771342,90,137.25,47.25,40.75,1069.5,186.25,32.902874,0.585135,0.0801,0.059428,0.090177,0.051934,0.039187,0.055862,0.039315,0.043335,0.077814,0.072709,0.098103,0.057442,0.037743,0.052799,0.052533,0.091521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29,0.976693,0.972255,0.582471,0.476075,0.00451,0.058619,-0.000131,0.002,0.000093,0.007824,0.580828,0.42109,27.705957,11.514136,114.444444,182.333333,67.888889,67.888889,2912.555556,328.222222,38.556554,0.626364,0.135143,0.083637,0.058797,0.054063,0.042633,0.045818,0.073721,0.043268,0.089445,0.073949,0.040819,0.03445,0.051585,0.040332,0.039711,0.09263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,0.967555,0.966193,0.512511,0.524384,0.00112,0.07376,-0.000005,-0.0032,0.000003,0.010807,0.511765,0.649948,24.595384,9.252771,112,147,35,32,733.5,121.5,20.160361,0.653922,0.063051,0.075088,0.101054,0.103887,0.068952,0.026761,0.010917,0.004042,0.049391,0.076623,0.180865,0.104446,0.052548,0.070575,0,0.011802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,0.948087,0.960824,0.527347,0.534284,0.00921,0.06607,0.000307,-0.00212,0.00057,0.00933,0.511765,0.592607,27.730485,15.282593,99.5,170.666667,71.166667,121.5,9000.833333,604.833333,51.591724,0.698554,0.070586,0.053447,0.035743,0.105627,0.143395,0.061477,0.030015,0.042471,0.068819,0.024481,0.022123,0.084457,0.116258,0.062751,0.035516,0.042836,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
34,0.956122,0.951799,0.600551,0.491027,0.002095,0.072407,-0.000022,0.000251,0.000017,0.01024,0.630065,0.483702,22.992068,8.384854,132,171.666667,39.666667,41,1322,240.666667,44.859154,0.715685,0.108664,0.042346,0.029344,0.062756,0.070574,0.046256,0.044741,0.065166,0.104929,0.035393,0.025963,0.10386,0.098848,0.034974,0.020573,0.105613,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35,0.969423,0.956415,0.377901,0.482132,0.002455,0.060589,-0.000019,0.001685,0.000022,0.008096,0.382745,0.463932,25.127244,10.045642,72.266667,119.2,46.933333,31.066667,972.133333,153.533333,26.129088,0.647281,0.114703,0.095315,0.047869,0.043132,0.0496,0.072818,0.038941,0.051237,0.066033,0.058571,0.070969,0.08647,0.055509,0.037589,0.043761,0.067484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36,0.97428,0.955551,0.481251,0.489766,0.002158,0.067985,-0.000003,0.000361,0.000012,0.009735,0.484314,0.509001,26.736934,10.914857,97.666667,146.333333,48.666667,29.5,1129.166667,142.666667,20.404626,0.719593,0.131852,0.078095,0.049677,0.064279,0.057898,0.023888,0.043588,0.052133,0.060148,0.100093,0.103354,0.064768,0.046874,0.017368,0.029047,0.07694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,0.936237,0.956694,0.425563,0.473486,0.000832,0.077508,-0.00001,0.004057,0.000003,0.011819,0.435784,0.306418,24.643691,11.548781,95,120.125,25.125,30.875,473.375,115.625,29.350986,0.670888,0.042246,0.030865,0.012826,0.055955,0.164597,0.093452,0.048734,0.035919,0.030368,0.019817,0.03316,0.066482,0.176981,0.086606,0.041957,0.060036,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
38,0.961194,0.963241,0.841812,0.487794,0.002437,0.069955,-0.000067,0.002124,0.000024,0.009716,0.882353,0.417294,26.568987,9.993426,186.5,232.5,46,42,1263.5,232,42.925217,0.644081,0.073351,0.087425,0.067206,0.080006,0.055022,0.079863,0.027389,0.04399,0.073453,0.054839,0.035792,0.147273,0.052352,0.027491,0.042222,0.052331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,0.979686,0.967086,0.509077,0.385868,0.017519,0.049869,0.00301,0.005576,0.001566,0.006737,0.454902,0.307395,42.631052,27.04295,78.4,210.6,132.2,56.6,4935.6,399.6,35.1755,0.607989,0.140396,0.055491,0.051352,0.042168,0.070024,0.069077,0.060194,0.051842,0.075595,0.088225,0.073937,0.04333,0.052382,0.027245,0.031955,0.066787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,0.94168,0.978607,0.876135,0.474986,0.000355,0.07579,0,0.002506,0,0.010667,0.871895,0.34573,24.683436,11.445908,212.666667,234.666667,22,51,888.666667,145,24.032613,0.799888,0.018873,0.026789,0.039825,0.09346,0.20192,0.090489,0.008815,0.005419,0.009786,0.004203,0.001425,0.22876,0.182631,0.036992,0.023984,0.026626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,0.972675,0.916011,0.710623,0.551167,0.004106,0.070972,0.000034,-0.003048,0.000056,0.011384,0.703431,0.585445,26.602092,10.911769,149.125,213.125,64,22.625,717,167.625,42.324098,0.595407,0.166168,0.097796,0.040773,0.031301,0.039982,0.033151,0.029103,0.058134,0.177156,0.034576,0.037403,0.051423,0.044698,0.041276,0.038022,0.079039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,0.961943,0.947053,0.682402,0.477991,0.003201,0.067584,0.000057,0.003722,0.000102,0.009679,0.687451,0.355466,26.114399,11.270083,149.8,195.25,45.45,58.15,3291.65,308.5,35.089994,0.715271,0.144772,0.098131,0.058848,0.038543,0.045208,0.050719,0.052416,0.055557,0.100975,0.053736,0.039317,0.074579,0.053877,0.037713,0.030992,0.064618,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
50,0.945782,0.950312,0.646208,0.510107,0.001856,0.072411,0.000045,0.000234,0.000036,0.010651,0.645378,0.537776,24.994309,10.933693,148.714286,181.571429,32.857143,47.428571,1692.428571,187.571429,26.709497,0.722171,0.042973,0.037428,0.052879,0.082464,0.099055,0.12524,0.03731,0.031148,0.04367,0.025972,0.031947,0.10788,0.083613,0.055312,0.082849,0.06026,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,0.972747,0.969841,0.613472,0.475804,0.004746,0.061345,-0.000004,0.001978,0.000125,0.008186,0.618244,0.401191,26.945072,12.000032,124.434783,186.956522,62.521739,58.26087,2490.304348,288.869565,34.961128,0.658862,0.120117,0.087843,0.059683,0.042101,0.047651,0.076252,0.062428,0.042643,0.051923,0.042701,0.059206,0.075137,0.071825,0.041436,0.041445,0.077608,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,0.968258,0.95425,0.723608,0.495203,0.003761,0.066883,-0.000084,0.000627,0.000081,0.009347,0.740896,0.471223,25.921955,10.786029,153.857143,209.142857,55.285714,64.714286,3716.428571,371,43.077338,0.664472,0.135389,0.117705,0.047981,0.03363,0.033533,0.037921,0.072403,0.060698,0.078033,0.047796,0.06033,0.075806,0.052535,0.033686,0.034705,0.07785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.965388,0.948605,0.598808,0.508183,0.002062,0.070827,-0.000002,0.000248,0.000015,0.009714,0.6,0.371383,24.6407,8.916091,131,174.166667,43.166667,32.166667,970.333333,161.333333,29.599896,0.679939,0.136998,0.091908,0.036874,0.059447,0.042421,0.05941,0.062764,0.048015,0.081137,0.056038,0.047595,0.056507,0.075804,0.042459,0.030847,0.071776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.979459,0.983063,0.820879,0.508788,0.002842,0.069008,-0.000022,0.000406,0.000017,0.009575,0.815686,0.507937,24.109646,9.231862,181,236,55,64,2426,296,36.115417,0.689205,0.05812,0.051282,0.05641,0.052991,0.094017,0.049573,0.030769,0.02735,0.05641,0.039316,0.049573,0.080342,0.123077,0.075214,0.102564,0.052991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,0.919069,0.941055,0.979368,0.552817,0.000191,0.078509,-0.000001,-0.002602,0,0.011715,0.976471,0.588235,24.8894,9.268487,242,255,13,18,217,33,5.018433,0.92735,0.02,0.12,0.1,0.27,0.2,0,0,0.02,0.09,0,0.01,0,0.16,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,0.942825,0.945371,0.617493,0.489185,0.00093,0.071385,0,0.001375,0.000003,0.010448,0.620588,0.49729,23.33823,8.662184,144.25,171.25,27,24.5,624.75,101.75,19.407688,0.804837,0.078647,0.047065,0.025094,0.087278,0.100909,0.107426,0.020983,0.037505,0.072206,0.049595,0.015502,0.074208,0.141985,0.10638,0.009592,0.025626,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
62,0.934556,0.952182,0.968759,0.492868,0.000284,0.073684,-0.000001,0.001967,0,0.010576,0.970196,0.384231,24.784101,9.164115,237.8,254.4,16.6,23,346.2,54.2,9.381243,0.885942,0.049158,0.025173,0.053032,0.078461,0.159098,0.234373,0.029254,0.016345,0.049048,0.012957,0.009047,0.01379,0.110711,0.046797,0.054538,0.058219,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
63,0.960071,0.93557,0.637965,0.493338,0.001471,0.066839,0.000024,0.001693,0.000011,0.009641,0.625387,0.439531,25.453821,10.827692,145,182.421053,37.421053,28,790.052632,136.315789,26.590459,0.699171,0.132386,0.093775,0.048887,0.039507,0.046836,0.049823,0.046007,0.047494,0.123667,0.086222,0.059256,0.046016,0.038582,0.03179,0.039298,0.070456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.872561,0.970705,0.363027,0.513237,0.000084,0.07574,0,0.000741,0,0.010499,0.364706,0.371429,20.54369,9.674087,88,97,9,36,309,87,24.495146,0.953704,0.011429,0.011429,0.005714,0.062857,0.388571,0.017143,0,0.005714,0.017143,0,0,0.045714,0.4,0.017143,0.017143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,0.940709,0.986253,0.78373,0.457512,0.000628,0.073289,0.00001,0.002483,0.000001,0.010063,0.77353,0.350046,25.440391,13.851675,188,216.5,28.5,85.75,1489,244.25,41.68145,0.687495,0.063484,0.032503,0.035509,0.099628,0.22291,0.061666,0.00369,0.004871,0.006842,0.039079,0.061583,0.157167,0.170296,0.01064,0.004787,0.025346,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67,0.97118,0.964998,0.617368,0.493036,0.002703,0.06378,-0.000036,0.001552,0.000023,0.008795,0.613072,0.367259,26.028553,10.444299,131,181.5,50.5,43.833333,1476,207.333333,30.223893,0.63649,0.120618,0.089106,0.053682,0.026502,0.069865,0.056275,0.069636,0.040587,0.061916,0.048305,0.076844,0.075832,0.047684,0.038951,0.044862,0.079336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
68,0.968792,0.943934,0.439178,0.509027,0.001812,0.067948,-0.000039,-0.000111,0.000016,0.009596,0.441503,0.544677,24.136148,8.919895,91.25,130.75,39.5,30.833333,865.416667,152,28.073477,0.695886,0.135459,0.093187,0.062452,0.042125,0.047421,0.032419,0.042871,0.062754,0.10544,0.052156,0.066852,0.054235,0.038952,0.037834,0.047265,0.078578,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
71,0.932207,0.972871,0.543626,0.500726,0.000815,0.074825,-0.000009,0.000887,0.000005,0.011415,0.547899,0.447832,23.46389,11.26406,124.571429,152.142857,27.571429,59.142857,1163.714286,192.857143,34.295627,0.690603,0.021761,0.01336,0.028351,0.088093,0.214579,0.104648,0.012926,0.010494,0.011962,0.011236,0.007034,0.108568,0.245245,0.092319,0.014457,0.014965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.961244,0.956533,0.376194,0.498274,0.001229,0.070728,0.000006,0.001254,0.000005,0.010081,0.372549,0.484292,23.950296,8.805156,79.3125,113.25,33.9375,33.625,743.5625,131.125,26.049609,0.625955,0.060596,0.083054,0.053989,0.04451,0.073874,0.098988,0.048491,0.04161,0.056163,0.046404,0.04689,0.069641,0.082287,0.057105,0.064004,0.072399,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
74,0.934416,0.953861,0.461153,0.488662,0.000434,0.066335,-0.000003,0.001573,0.000001,0.00924,0.472059,0.446444,24.382482,10.931413,107.125,127,19.875,25.5,362.875,84.875,20.191715,0.74556,0.027148,0.007357,0.015016,0.057233,0.129172,0.15925,0.046631,0.04718,0.016764,0.01412,0.020506,0.101791,0.115305,0.111494,0.057609,0.073424,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
78,0.959072,0.932481,0.714318,0.514125,0.001192,0.066763,-0.000003,0.001112,0.000004,0.009712,0.708021,0.510775,25.345811,11.314452,165.818182,197.818182,32,36.454545,732.818182,126,24.377531,0.759341,0.156331,0.071243,0.032435,0.038349,0.080474,0.037263,0.04674,0.036932,0.0946,0.044178,0.039768,0.064282,0.088808,0.035971,0.02518,0.107445,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,0.945174,0.951665,0.649419,0.50376,0.000501,0.069522,0,0.000694,0,0.009855,0.653119,0.374551,23.165755,7.966883,154.818182,176.545455,21.727273,38.454545,614.636364,122.454545,26.514879,0.762152,0.053778,0.032808,0.033767,0.05654,0.117925,0.103194,0.038734,0.027493,0.042259,0.035292,0.037512,0.118206,0.128533,0.07799,0.054641,0.041327,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80,0.958409,0.96474,0.301568,0.504727,0.002295,0.072472,0.000047,-0.000914,0.000024,0.010297,0.29804,0.633523,25.578217,10.706974,54.5,103.5,49,75,2382,293.5,38.146664,0.628562,0.045364,0.01673,0.043734,0.068888,0.06828,0.067019,0.080572,0.027272,0.033661,0.035107,0.06376,0.131505,0.08291,0.085617,0.071273,0.078316,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,0.939514,0.935584,0.542318,0.446398,0.000597,0.063301,-0.000002,0.004914,0.000001,0.009284,0.546405,0.232537,27.761798,14.828573,125.666667,154,28.333333,79,1517,212.333333,35.741891,0.6524,0.088472,0.035047,0.009993,0.023298,0.198863,0.085262,0.014009,0.06509,0.042942,0.028995,0.010858,0.066962,0.222604,0.052514,0.005568,0.049521,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
82,0.97142,0.96349,0.793991,0.49202,0.004055,0.066786,0.000086,0.002001,0.0001,0.009493,0.792593,0.380213,25.923118,11.201543,175.555556,232.333333,56.777778,60.166667,2682.611111,311.777778,38.320732,0.684356,0.169029,0.071205,0.037794,0.044994,0.051822,0.067809,0.0391,0.052052,0.097438,0.06713,0.051135,0.057118,0.038043,0.030374,0.043649,0.081308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0.933614,0.994201,0.458315,0.459851,0.000317,0.064571,0,0.001981,0,0.008298,0.458824,0.449198,30.989738,20.953701,106,128,22,188,3606,431,51.51442,0.871857,0.00153,0.002294,0.003442,0.037859,0.3587,0.034799,0.003059,0.002294,0.001147,0.002677,0.003824,0.093308,0.367878,0.072275,0.013002,0.001912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,0.942616,0.994435,0.455123,0.438936,0.000407,0.061138,0,0.00372,0,0.007778,0.454902,0.287129,39.151325,29.520168,102,129,27,203,4672,472,47.684933,0.852399,0.002708,0.00352,0.005145,0.043867,0.32169,0.052803,0.007311,0.001354,0.001895,0.002166,0.008665,0.080422,0.379908,0.064988,0.019496,0.004062,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
